"","spp","Predicted","SE","lower","upper","point"
"1","apop",19.8833155682638,0.674401593723103,18.6044905193204,21.2500437771518,"Cha"
"2","apop",19.8833155682638,0.674401593723103,18.6044905193204,21.2500437771518,"Chb"
"3","apop",19.8833155682638,0.674401593723103,18.6044905193204,21.2500437771518,"Chc"
"4","apop",19.8833155682638,0.674401593723103,18.6044905193204,21.2500437771518,"Fa"
"5","apop",19.8833155682638,0.674401593723103,18.6044905193204,21.2500437771518,"Fb"
"6","apop",19.8833155682638,0.674401593723103,18.6044905193204,21.2500437771518,"Fc"
"7","apop",19.8833155682638,0.674401593723103,18.6044905193204,21.2500437771518,"Ga"
"8","apop",19.8833155682638,0.674401593723103,18.6044905193204,21.2500437771518,"Gb"
"9","apop",19.8833155682638,0.674401593723103,18.6044905193204,21.2500437771518,"Gc"
"10","apop",19.8833155682638,0.674401593723103,18.6044905193204,21.2500437771518,"Ia"
"11","apop",19.8833155682638,0.674401593723103,18.6044905193204,21.2500437771518,"Ib"
"12","apop",19.8833155682638,0.674401593723103,18.6044905193204,21.2500437771518,"Ic"
"13","apop",19.8833155682638,0.674401593723103,18.6044905193204,21.2500437771518,"Ja"
"14","apop",19.8833155682638,0.674401593723103,18.6044905193204,21.2500437771518,"Jb"
"15","apop",19.8833155682638,0.674401593723103,18.6044905193204,21.2500437771518,"Jc"
"16","apop",19.8833155682638,0.674401593723103,18.6044905193204,21.2500437771518,"Lsa"
"17","apop",19.8833155682638,0.674401593723103,18.6044905193204,21.2500437771518,"Lsb"
"18","apop",19.8833155682638,0.674401593723103,18.6044905193204,21.2500437771518,"Lsc"
"19","apop",19.8833155682638,0.674401593723103,18.6044905193204,21.2500437771518,"Lta"
"20","apop",19.8833155682638,0.674401593723103,18.6044905193204,21.2500437771518,"Ltb"
"21","apop",19.8833155682638,0.674401593723103,18.6044905193204,21.2500437771518,"Ltc"
"22","apop",19.8833155682638,0.674401593723103,18.6044905193204,21.2500437771518,"Ma"
"23","apop",19.8833155682638,0.674401593723103,18.6044905193204,21.2500437771518,"Mb"
"24","apop",19.8833155682638,0.674401593723103,18.6044905193204,21.2500437771518,"Mc"
"25","apop",19.8833155682638,0.674401593723103,18.6044905193204,21.2500437771518,"Pa"
"26","apop",19.8833155682638,0.674401593723103,18.6044905193204,21.2500437771518,"Pb"
"27","apop",19.8833155682638,0.674401593723103,18.6044905193204,21.2500437771518,"Pc"
"28","clma",19.8495211471625,0.754039100891383,18.4253091468723,21.3838197574305,"Fa"
"29","clma",19.8495211471625,0.754039100891383,18.4253091468723,21.3838197574305,"Fb"
"30","clma",19.8495211471625,0.754039100891383,18.4253091468723,21.3838197574305,"Fc"
"31","clma",19.8495211471625,0.754039100891383,18.4253091468723,21.3838197574305,"Lta"
"32","clma",19.8495211471625,0.754039100891383,18.4253091468723,21.3838197574305,"Ltb"
"33","clma",19.8495211471625,0.754039100891383,18.4253091468723,21.3838197574305,"Ltc"
"34","clma",19.8495211471625,0.754039100891383,18.4253091468723,21.3838197574305,"Ma"
"35","clma",19.8495211471625,0.754039100891383,18.4253091468723,21.3838197574305,"Mb"
"36","clma",19.8495211471625,0.754039100891383,18.4253091468723,21.3838197574305,"Mc"
"37","dima",18.596843836644,0.982122862734972,16.7681910397754,20.6249201159599,"Ga"
"38","dima",18.596843836644,0.982122862734972,16.7681910397754,20.6249201159599,"Gb"
"39","dima",18.596843836644,0.982122862734972,16.7681910397754,20.6249201159599,"Gc"
"40","dima",18.596843836644,0.982122862734972,16.7681910397754,20.6249201159599,"Ia"
"41","dima",18.596843836644,0.982122862734972,16.7681910397754,20.6249201159599,"Ib"
"42","dima",18.596843836644,0.982122862734972,16.7681910397754,20.6249201159599,"Ic"
"43","dima",18.596843836644,0.982122862734972,16.7681910397754,20.6249201159599,"Pa"
"44","dima",18.596843836644,0.982122862734972,16.7681910397754,20.6249201159599,"Pb"
"45","dima",18.596843836644,0.982122862734972,16.7681910397754,20.6249201159599,"Pc"
"46","gaga",44.5721336651735,5.12772667925957,35.5744639145837,55.8455386491899,"Cha"
"47","gaga",44.5721336651735,5.12772667925957,35.5744639145837,55.8455386491899,"Chb"
"48","gaga",44.5721336651735,5.12772667925957,35.5744639145837,55.8455386491899,"Chc"
"49","gaga",44.5721336651735,5.12772667925957,35.5744639145837,55.8455386491899,"Fa"
"50","gaga",44.5721336651735,5.12772667925957,35.5744639145837,55.8455386491899,"Fb"
"51","gaga",44.5721336651735,5.12772667925957,35.5744639145837,55.8455386491899,"Fc"
"52","gaga",44.5721336651735,5.12772667925957,35.5744639145837,55.8455386491899,"Ga"
"53","gaga",44.5721336651735,5.12772667925957,35.5744639145837,55.8455386491899,"Gb"
"54","gaga",44.5721336651735,5.12772667925957,35.5744639145837,55.8455386491899,"Gc"
"55","gaga",44.5721336651735,5.12772667925957,35.5744639145837,55.8455386491899,"Ia"
"56","gaga",44.5721336651735,5.12772667925957,35.5744639145837,55.8455386491899,"Ib"
"57","gaga",44.5721336651735,5.12772667925957,35.5744639145837,55.8455386491899,"Ic"
"58","gaga",44.5721336651735,5.12772667925957,35.5744639145837,55.8455386491899,"Ja"
"59","gaga",44.5721336651735,5.12772667925957,35.5744639145837,55.8455386491899,"Jb"
"60","gaga",44.5721336651735,5.12772667925957,35.5744639145837,55.8455386491899,"Jc"
"61","gaga",44.5721336651735,5.12772667925957,35.5744639145837,55.8455386491899,"Lsa"
"62","gaga",44.5721336651735,5.12772667925957,35.5744639145837,55.8455386491899,"Lsb"
"63","gaga",44.5721336651735,5.12772667925957,35.5744639145837,55.8455386491899,"Lsc"
"64","gaga",44.5721336651735,5.12772667925957,35.5744639145837,55.8455386491899,"Lta"
"65","gaga",44.5721336651735,5.12772667925957,35.5744639145837,55.8455386491899,"Ltb"
"66","gaga",44.5721336651735,5.12772667925957,35.5744639145837,55.8455386491899,"Ltc"
"67","gaga",44.5721336651735,5.12772667925957,35.5744639145837,55.8455386491899,"Ma"
"68","gaga",44.5721336651735,5.12772667925957,35.5744639145837,55.8455386491899,"Mb"
"69","gaga",44.5721336651735,5.12772667925957,35.5744639145837,55.8455386491899,"Mc"
"70","gaga",44.5721336651735,5.12772667925957,35.5744639145837,55.8455386491899,"Pa"
"71","gaga",44.5721336651735,5.12772667925957,35.5744639145837,55.8455386491899,"Pb"
"72","gaga",44.5721336651735,5.12772667925957,35.5744639145837,55.8455386491899,"Pc"
"73","gaxa",37.8984635876064,2.881862507207,32.6508743812415,43.9894357967426,"Cha"
"74","gaxa",37.8984635876064,2.881862507207,32.6508743812415,43.9894357967426,"Chb"
"75","gaxa",37.8984635876064,2.881862507207,32.6508743812415,43.9894357967426,"Chc"
"76","gaxa",37.8984635876064,2.881862507207,32.6508743812415,43.9894357967426,"Fa"
"77","gaxa",37.8984635876064,2.881862507207,32.6508743812415,43.9894357967426,"Fb"
"78","gaxa",37.8984635876064,2.881862507207,32.6508743812415,43.9894357967426,"Fc"
"79","gaxa",37.8984635876064,2.881862507207,32.6508743812415,43.9894357967426,"Ga"
"80","gaxa",37.8984635876064,2.881862507207,32.6508743812415,43.9894357967426,"Gb"
"81","gaxa",37.8984635876064,2.881862507207,32.6508743812415,43.9894357967426,"Gc"
"82","gaxa",37.8984635876064,2.881862507207,32.6508743812415,43.9894357967426,"Ia"
"83","gaxa",37.8984635876064,2.881862507207,32.6508743812415,43.9894357967426,"Ib"
"84","gaxa",37.8984635876064,2.881862507207,32.6508743812415,43.9894357967426,"Ic"
"85","gaxa",37.8984635876064,2.881862507207,32.6508743812415,43.9894357967426,"Ja"
"86","gaxa",37.8984635876064,2.881862507207,32.6508743812415,43.9894357967426,"Jb"
"87","gaxa",37.8984635876064,2.881862507207,32.6508743812415,43.9894357967426,"Jc"
"88","gaxa",37.8984635876064,2.881862507207,32.6508743812415,43.9894357967426,"Lsa"
"89","gaxa",37.8984635876064,2.881862507207,32.6508743812415,43.9894357967426,"Lsb"
"90","gaxa",37.8984635876064,2.881862507207,32.6508743812415,43.9894357967426,"Lsc"
"91","gaxa",37.8984635876064,2.881862507207,32.6508743812415,43.9894357967426,"Lta"
"92","gaxa",37.8984635876064,2.881862507207,32.6508743812415,43.9894357967426,"Ltb"
"93","gaxa",37.8984635876064,2.881862507207,32.6508743812415,43.9894357967426,"Ltc"
"94","gaxa",37.8984635876064,2.881862507207,32.6508743812415,43.9894357967426,"Ma"
"95","gaxa",37.8984635876064,2.881862507207,32.6508743812415,43.9894357967426,"Mb"
"96","gaxa",37.8984635876064,2.881862507207,32.6508743812415,43.9894357967426,"Mc"
"97","gaxa",37.8984635876064,2.881862507207,32.6508743812415,43.9894357967426,"Pa"
"98","gaxa",37.8984635876064,2.881862507207,32.6508743812415,43.9894357967426,"Pb"
"99","gaxa",37.8984635876064,2.881862507207,32.6508743812415,43.9894357967426,"Pc"
"100","mota",19.3806364562518,0.766432271853665,17.9351978506375,20.9425662642493,"Cha"
"101","mota",19.3806364562518,0.766432271853665,17.9351978506375,20.9425662642493,"Chb"
"102","mota",19.3806364562518,0.766432271853665,17.9351978506375,20.9425662642493,"Chc"
"103","mota",19.3806364562518,0.766432271853665,17.9351978506375,20.9425662642493,"Ja"
"104","mota",19.3806364562518,0.766432271853665,17.9351978506375,20.9425662642493,"Jb"
"105","mota",19.3806364562518,0.766432271853665,17.9351978506375,20.9425662642493,"Jc"
"106","mota",19.3806364562518,0.766432271853665,17.9351978506375,20.9425662642493,"Lsa"
"107","mota",19.3806364562518,0.766432271853665,17.9351978506375,20.9425662642493,"Lsb"
"108","mota",19.3806364562518,0.766432271853665,17.9351978506375,20.9425662642493,"Lsc"
"109","myru",16.5626418445214,0.979014971895842,14.7507883180313,18.5970470835489,"Cha"
"110","myru",16.5626418445214,0.979014971895842,14.7507883180313,18.5970470835489,"Chb"
"111","myru",16.5626418445214,0.979014971895842,14.7507883180313,18.5970470835489,"Chc"
"112","myru",16.5626418445214,0.979014971895842,14.7507883180313,18.5970470835489,"Fa"
"113","myru",16.5626418445214,0.979014971895842,14.7507883180313,18.5970470835489,"Fb"
"114","myru",16.5626418445214,0.979014971895842,14.7507883180313,18.5970470835489,"Fc"
"115","myru",16.5626418445214,0.979014971895842,14.7507883180313,18.5970470835489,"Ga"
"116","myru",16.5626418445214,0.979014971895842,14.7507883180313,18.5970470835489,"Gb"
"117","myru",16.5626418445214,0.979014971895842,14.7507883180313,18.5970470835489,"Gc"
"118","myru",16.5626418445214,0.979014971895842,14.7507883180313,18.5970470835489,"Ia"
"119","myru",16.5626418445214,0.979014971895842,14.7507883180313,18.5970470835489,"Ib"
"120","myru",16.5626418445214,0.979014971895842,14.7507883180313,18.5970470835489,"Ic"
"121","myru",16.5626418445214,0.979014971895842,14.7507883180313,18.5970470835489,"Ja"
"122","myru",16.5626418445214,0.979014971895842,14.7507883180313,18.5970470835489,"Jb"
"123","myru",16.5626418445214,0.979014971895842,14.7507883180313,18.5970470835489,"Jc"
"124","myru",16.5626418445214,0.979014971895842,14.7507883180313,18.5970470835489,"Lsa"
"125","myru",16.5626418445214,0.979014971895842,14.7507883180313,18.5970470835489,"Lsb"
"126","myru",16.5626418445214,0.979014971895842,14.7507883180313,18.5970470835489,"Lsc"
"127","myru",16.5626418445214,0.979014971895842,14.7507883180313,18.5970470835489,"Lta"
"128","myru",16.5626418445214,0.979014971895842,14.7507883180313,18.5970470835489,"Ltb"
"129","myru",16.5626418445214,0.979014971895842,14.7507883180313,18.5970470835489,"Ltc"
"130","myru",16.5626418445214,0.979014971895842,14.7507883180313,18.5970470835489,"Ma"
"131","myru",16.5626418445214,0.979014971895842,14.7507883180313,18.5970470835489,"Mb"
"132","myru",16.5626418445214,0.979014971895842,14.7507883180313,18.5970470835489,"Mc"
"133","myru",16.5626418445214,0.979014971895842,14.7507883180313,18.5970470835489,"Pa"
"134","myru",16.5626418445214,0.979014971895842,14.7507883180313,18.5970470835489,"Pb"
"135","myru",16.5626418445214,0.979014971895842,14.7507883180313,18.5970470835489,"Pc"
"136","ptro",48.7764991231237,1.4521398367592,46.0118026902228,51.7073169839885,"Cha"
"137","ptro",48.7764991231237,1.4521398367592,46.0118026902228,51.7073169839885,"Chb"
"138","ptro",48.7764991231237,1.4521398367592,46.0118026902228,51.7073169839885,"Chc"
"139","ptro",48.7764991231237,1.4521398367592,46.0118026902228,51.7073169839885,"Fa"
"140","ptro",48.7764991231237,1.4521398367592,46.0118026902228,51.7073169839885,"Fb"
"141","ptro",48.7764991231237,1.4521398367592,46.0118026902228,51.7073169839885,"Fc"
"142","ptro",48.7764991231237,1.4521398367592,46.0118026902228,51.7073169839885,"Ga"
"143","ptro",48.7764991231237,1.4521398367592,46.0118026902228,51.7073169839885,"Gb"
"144","ptro",48.7764991231237,1.4521398367592,46.0118026902228,51.7073169839885,"Gc"
"145","ptro",48.7764991231237,1.4521398367592,46.0118026902228,51.7073169839885,"Ia"
"146","ptro",48.7764991231237,1.4521398367592,46.0118026902228,51.7073169839885,"Ib"
"147","ptro",48.7764991231237,1.4521398367592,46.0118026902228,51.7073169839885,"Ic"
"148","ptro",48.7764991231237,1.4521398367592,46.0118026902228,51.7073169839885,"Ja"
"149","ptro",48.7764991231237,1.4521398367592,46.0118026902228,51.7073169839885,"Jb"
"150","ptro",48.7764991231237,1.4521398367592,46.0118026902228,51.7073169839885,"Jc"
"151","ptro",48.7764991231237,1.4521398367592,46.0118026902228,51.7073169839885,"Lsa"
